word1,word2,word3,word4,label,meta_category,original_category
pride,crumble,greed,envy,0,Noun/Concept Synonyms,Hard Distractor
lust,envy,caterpillar,greed,0,Noun/Concept Synonyms,Random Distractor
field,handle,tackle,manage,1,Noun/Concept Synonyms,deal with
field,club,handle,tackle,0,Noun/Concept Synonyms,Hard Distractor
handle,manage,angers,tackle,0,Noun/Concept Synonyms,Random Distractor
address,field,answer,handle,1,Noun/Concept Synonyms,deal with
field,address,endorse,answer,0,Noun/Concept Synonyms,Hard Distractor
spout,handle,address,field,0,Noun/Concept Synonyms,Random Distractor
bluff,front,act,charade,1,Noun/Concept Synonyms,deceit
extra,bluff,front,charade,0,Noun/Concept Synonyms,Hard Distractor
bluff,act,charade,carat,0,Noun/Concept Synonyms,Random Distractor
dupe,con,trick,fool,1,Descriptor/Adjective Synonyms,deceive
dupe,fringe,trick,con,0,Descriptor/Adjective Synonyms,Hard Distractor
fool,dupe,pound down,con,0,Descriptor/Adjective Synonyms,Random Distractor
rout,romp,blowout,sweep,1,Descriptor/Adjective Synonyms,decisive victory
rout,blowout,dent,sweep,0,Descriptor/Adjective Synonyms,Hard Distractor
duckling,blowout,sweep,romp,0,Descriptor/Adjective Synonyms,Random Distractor
dip,ebb,fade,sink,1,Noun/Concept Synonyms,decline
sink,american flag,dip,ebb,0,Noun/Concept Synonyms,Hard Distractor
fade,ebb,sink,voltage,0,Noun/Concept Synonyms,Random Distractor
fall,drop,wane,flag,1,Noun/Concept Synonyms,decline
fall,glass,drop,flag,0,Noun/Concept Synonyms,Hard Distractor
drop,parsley,flag,wane,0,Noun/Concept Synonyms,Random Distractor
drop,fall,sink,dip,1,Noun/Concept Synonyms,decline
fall,drop,dip,hold,0,Noun/Concept Synonyms,Hard Distractor
sink,fedora,drop,dip,0,Noun/Concept Synonyms,Random Distractor
frill,fringe,trim,border,1,Descriptor/Adjective Synonyms,decorative edge
border,phantom,trim,fringe,0,Descriptor/Adjective Synonyms,Hard Distractor
frill,hooch,border,trim,0,Descriptor/Adjective Synonyms,Random Distractor
ebb,drop,decline,dwindle,1,Noun/Concept Synonyms,decrease
decline,string,dwindle,drop,0,Noun/Concept Synonyms,Hard Distractor
dwindle,robot,decline,ebb,0,Noun/Concept Synonyms,Random Distractor
judge,consider,regard,count,1,Noun/Concept Synonyms,deem
count,judge,consider,flick,0,Noun/Concept Synonyms,Hard Distractor
count,chicken little,regard,consider,0,Noun/Concept Synonyms,Random Distractor
samosa,katsu,falafel,schnitzel,1,Noun/Concept Synonyms,deep-fried food
bottle,falafel,schnitzel,samosa,0,Noun/Concept Synonyms,Hard Distractor
loose,katsu,schnitzel,falafel,0,Noun/Concept Synonyms,Random Distractor
trash,rout,shellac,crush,1,Descriptor/Adjective Synonyms,defeat badly
rout,shellac,crush,fluke,0,Descriptor/Adjective Synonyms,Hard Distractor
flail,trash,rout,crush,0,Descriptor/Adjective Synonyms,Random Distractor
cream,lick,smoke,paste,1,Descriptor/Adjective Synonyms,defeat soundly
cape,smoke,lick,cream,0,Descriptor/Adjective Synonyms,Hard Distractor
lick,smoke,cream,part one,0,Descriptor/Adjective Synonyms,Random Distractor
delay,shelve,table,postpone,1,Noun/Concept Synonyms,defer
postpone,table,cookware,shelve,0,Noun/Concept Synonyms,Hard Distractor
table,shelve,bonds,delay,0,Noun/Concept Synonyms,Random Distractor
sorry,blue,hangdog,down,1,Noun/Concept Synonyms,dejected
down,perfect,hangdog,blue,0,Noun/Concept Synonyms,Hard Distractor
down,blue,hangdog,bread,0,Noun/Concept Synonyms,Random Distractor
roll,hero,wrap,bun,1,Noun/Concept Synonyms,deli bread options
hero,roll,wrap,home,0,Noun/Concept Synonyms,Hard Distractor
roll,wrap,wish,hero,0,Noun/Concept Synonyms,Random Distractor
reflection,thought,scrutiny,consideration,1,Noun/Concept Synonyms,deliberation
scrutiny,thought,crate,reflection,0,Noun/Concept Synonyms,Hard Distractor
reflection,scrutiny,marker,consideration,0,Noun/Concept Synonyms,Random Distractor
light,mild,faint,soft,1,Noun/Concept Synonyms,delicate
mild,light,amp,faint,0,Noun/Concept Synonyms,Hard Distractor
soft,faint,knee,light,0,Noun/Concept Synonyms,Random Distractor
send,mail,post,ship,1,Noun/Concept Synonyms,"deliver, as a package"
post,viking,send,ship,0,Noun/Concept Synonyms,Hard Distractor
chick,post,ship,send,0,Noun/Concept Synonyms,Random Distractor
symbol,expression,token,gesture,1,Noun/Concept Synonyms,"demonstration, as of appreciation"
token,gesture,collection,expression,0,Noun/Concept Synonyms,Hard Distractor
expression,token,symbol,corona,0,Noun/Concept Synonyms,Random Distractor
filling,veneer,crown,bridge,1,Noun/Concept Synonyms,dental additions
veneer,thong,filling,bridge,0,Noun/Concept Synonyms,Hard Distractor
veneer,bridge,crown,absent,0,Noun/Concept Synonyms,Random Distractor
crown,cavity,filling,plaque,1,Noun/Concept Synonyms,dental terms
lock,filling,crown,plaque,0,Noun/Concept Synonyms,Hard Distractor
filling,crown,mock,cavity,0,Noun/Concept Synonyms,Random Distractor
degree,axe,old spice,secret,1,Noun/Concept Synonyms,deodorants
axe,sweet,secret,degree,0,Noun/Concept Synonyms,Hard Distractor
degree,old spice,contact,secret,0,Noun/Concept Synonyms,Random Distractor
book,split,run,bounce,1,Descriptor/Adjective Synonyms,depart quickly
rest,book,split,run,0,Descriptor/Adjective Synonyms,Hard Distractor
book,bounce,bread,run,0,Descriptor/Adjective Synonyms,Random Distractor
arm,wing,branch,chapter,1,Noun/Concept Synonyms,department
wing,acorn,branch,chapter,0,Noun/Concept Synonyms,Random Distractor
clock,branch,ant,melting,1,Idioms & Slang,depicted in dalí’s “the persistence of memory”
array,ant,melting,branch,0,Idioms & Slang,Hard Distractor
melting,branch,clock,bridge,0,Idioms & Slang,Random Distractor
drain,sap,empty,exhaust,1,Noun/Concept Synonyms,deplete
rib,drain,sap,exhaust,0,Noun/Concept Synonyms,Hard Distractor
herald,empty,exhaust,drain,0,Noun/Concept Synonyms,Random Distractor
lay,place,put,set,1,Noun/Concept Synonyms,"deposit, with “down”"
set,put,rock,lay,0,Noun/Concept Synonyms,Hard Distractor
kiss,place,lay,set,0,Noun/Concept Synonyms,Random Distractor
tail,seat,backside,caboose,1,Noun/Concept Synonyms,derriere
tail,backside,seat,meet,0,Noun/Concept Synonyms,Hard Distractor
tail,seat,cookbook,caboose,0,Noun/Concept Synonyms,Random Distractor
martini,desert,humor,teetotaler,1,Noun/Concept Synonyms,described as dry
humor,spear,teetotaler,desert,0,Noun/Concept Synonyms,Hard Distractor
martini,teetotaler,desert,doggy,0,Noun/Concept Synonyms,Random Distractor
right,just,fair,due,1,Noun/Concept Synonyms,deserved
right,just,filling,fair,0,Noun/Concept Synonyms,Hard Distractor
right,due,🧀,fair,0,Noun/Concept Synonyms,Random Distractor
drive,itch,impulse,urge,1,Noun/Concept Synonyms,desire
drive,melt,itch,urge,0,Noun/Concept Synonyms,Hard Distractor
itch,drive,urge,organize,0,Noun/Concept Synonyms,Random Distractor
abstain,cease,avoid,refrain,1,Noun/Concept Synonyms,desist
avoid,refrain,cut,abstain,0,Noun/Concept Synonyms,Hard Distractor
teller,avoid,refrain,abstain,0,Noun/Concept Synonyms,Random Distractor
mousse,cobbler,tiramisu,pie,1,Noun/Concept Synonyms,desserts
james,mousse,pie,tiramisu,0,Noun/Concept Synonyms,Hard Distractor
mousse,pie,steam,cobbler,0,Noun/Concept Synonyms,Random Distractor
flan,cake,tart,cheesecake,1,Noun/Concept Synonyms,desserts
vinaigrette,tart,cake,cheesecake,0,Noun/Concept Synonyms,Hard Distractor
tart,inner tube,flan,cheesecake,0,Noun/Concept Synonyms,Random Distractor
particular,elaborate,thorough,minute,1,Noun/Concept Synonyms,detailed
minute,elaborate,bottle,thorough,0,Noun/Concept Synonyms,Hard Distractor
particular,thorough,elaborate,flake,0,Noun/Concept Synonyms,Random Distractor
drew,holmes,hardy,brown,1,Noun/Concept Synonyms,detectives of kid-lit
drew,brown,holmes,gemini,0,Noun/Concept Synonyms,Hard Distractor
drew,hardy,coin,brown,0,Noun/Concept Synonyms,Random Distractor
all,era,tide,gain,1,Noun/Concept Synonyms,detergents
flub,era,gain,tide,0,Noun/Concept Synonyms,Hard Distractor
elegance,tide,era,all,0,Noun/Concept Synonyms,Random Distractor
brainstorm,workshop,spitball,ideate,1,Noun/Concept Synonyms,"develop, as ideas"
haute,brainstorm,ideate,spitball,0,Noun/Concept Synonyms,Hard Distractor
spitball,draconian,workshop,brainstorm,0,Noun/Concept Synonyms,Random Distractor
concoct,engineer,hatch,mastermind,1,Noun/Concept Synonyms,devise
hatch,counter,engineer,concoct,0,Noun/Concept Synonyms,Hard Distractor
hatch,mastermind,engineer,lunch,0,Noun/Concept Synonyms,Random Distractor
opposite,counter,reverse,polar,1,Descriptor/Adjective Synonyms,diametric
opposite,bit,counter,reverse,0,Descriptor/Adjective Synonyms,Hard Distractor
opposite,reverse,penny,polar,0,Descriptor/Adjective Synonyms,Random Distractor
carat,clarity,cut,color,1,Noun/Concept Synonyms,diamond qualities
carat,color,fish,cut,0,Noun/Concept Synonyms,Hard Distractor
carat,color,rocker,cut,0,Noun/Concept Synonyms,Random Distractor
pip,bucket,scrooge,twist,1,Trivia/Pop Culture,dickens characters
came,scrooge,pip,twist,0,Trivia/Pop Culture,Hard Distractor
twist,homeroom,scrooge,bucket,0,Trivia/Pop Culture,Random Distractor
lock,wisp,strand,head,1,Noun/Concept Synonyms,different amounts of hair
lock,wisp,head,settle,0,Noun/Concept Synonyms,Hard Distractor
cure,head,wisp,strand,0,Noun/Concept Synonyms,Random Distractor
ding,chime,ping,ring,1,Noun/Concept Synonyms,digital notification sounds
ping,chime,funk,ring,0,Noun/Concept Synonyms,Hard Distractor
ping,chime,ding,stay,0,Noun/Concept Synonyms,Random Distractor
alarm,date,light,stopwatch,1,Noun/Concept Synonyms,digital watch features
stopwatch,date,bio,light,0,Noun/Concept Synonyms,Hard Distractor
stopwatch,shoe,date,light,0,Noun/Concept Synonyms,Random Distractor
ranch,marinara,aioli,barbecue,1,Action/Verb Synonyms,dipping sauces
marinara,ranch,aioli,trim,0,Action/Verb Synonyms,Hard Distractor
sausage,barbecue,ranch,marinara,0,Action/Verb Synonyms,Random Distractor
dozen,pool,martini,word,1,Fill-in-the-Blank,dirty ___
pool,word,dozen,demon,0,Fill-in-the-Blank,Hard Distractor
dozen,martini,monocle,pool,0,Fill-in-the-Blank,Random Distractor
rice,laundry,joke,blonde,1,Fill-in-the-Blank,dirty ___
joke,laundry,blonde,nations,0,Fill-in-the-Blank,Hard Distractor
chayote,blonde,rice,joke,0,Fill-in-the-Blank,Random Distractor
scrap,end,dissolve,sunset,1,Noun/Concept Synonyms,discontinue
dissolve,end,sunset,bank,0,Noun/Concept Synonyms,Hard Distractor
dissolve,grate,scrap,sunset,0,Noun/Concept Synonyms,Random Distractor
promotion,sale,deal,special,1,Noun/Concept Synonyms,discount
sale,platter,deal,special,0,Noun/Concept Synonyms,Hard Distractor
toes,special,sale,deal,0,Noun/Concept Synonyms,Random Distractor
normal,rinse,sanitize,quick,1,Noun/Concept Synonyms,dishwasher cycles
sanitize,normal,rinse,compose,0,Noun/Concept Synonyms,Hard Distractor
sanitize,vox,normal,rinse,0,Noun/Concept Synonyms,Random Distractor
scary,flounders,belled,abut,1,Word Structure/Play,disney animated characters plus a letter
belled,micro,scary,flounders,0,Word Structure/Play,Hard Distractor
abut,hermit,scary,flounders,0,Word Structure/Play,Random Distractor
dale,daisy,dory,doc,1,Trivia/Pop Culture,disney characters
dale,doc,dory,oscar,0,Trivia/Pop Culture,Hard Distractor
dory,dale,daisy,around,0,Trivia/Pop Culture,Random Distractor
goofy,daisy,lady,happy,1,Trivia/Pop Culture,disney characters
thing,goofy,happy,daisy,0,Trivia/Pop Culture,Hard Distractor
fast,daisy,lady,happy,0,Trivia/Pop Culture,Random Distractor
scar,genie,stitch,beast,1,Trivia/Pop Culture,disney characters
grinch,beast,genie,scar,0,Trivia/Pop Culture,Hard Distractor
beast,stitch,scar,let me in,0,Trivia/Pop Culture,Random Distractor
scrooge,daisy,dewey,donald,1,Trivia/Pop Culture,disney ducks
scrooge,daisy,donald,walker,0,Trivia/Pop Culture,Hard Distractor
donald,digression,dewey,scrooge,0,Trivia/Pop Culture,Random Distractor
ariel,aurora,merida,tiana,1,Trivia/Pop Culture,disney princesses
aurora,ariel,lee,tiana,0,Trivia/Pop Culture,Hard Distractor
merida,aurora,tiana,nose around,0,Trivia/Pop Culture,Random Distractor
tomorrow,frontier,fantasy,adventure,1,Trivia/Pop Culture,disneyland lands
fantasy,adventure,frontier,aurora,0,Trivia/Pop Culture,Hard Distractor
adventure,very,fantasy,frontier,0,Trivia/Pop Culture,Random Distractor
mess,pigpen,dump,sty,1,Noun/Concept Synonyms,disorderly place
sty,backpedal,dump,pigpen,0,Noun/Concept Synonyms,Hard Distractor
thread,dump,sty,pigpen,0,Noun/Concept Synonyms,Random Distractor
array,matrix,grid,table,1,Idioms & Slang,display of rows and columns
matrix,fat,table,grid,0,Idioms & Slang,Hard Distractor
matrix,bullet,table,array,0,Idioms & Slang,Random Distractor
tiff,clash,tangle,scrap,1,Noun/Concept Synonyms,dispute
ma,clash,scrap,tangle,0,Noun/Concept Synonyms,Hard Distractor
clash,smell,scrap,tiff,0,Noun/Concept Synonyms,Random Distractor
forget,discount,ignore,overlook,1,Noun/Concept Synonyms,disregard
ignore,slide,discount,forget,0,Noun/Concept Synonyms,Hard Distractor
puffing,forget,discount,overlook,0,Noun/Concept Synonyms,Random Distractor
dive,dump,hole,joint,1,Descriptor/Adjective Synonyms,disreputable establishment
hole,temper,dive,joint,0,Descriptor/Adjective Synonyms,Hard Distractor
dump,pub,joint,dive,0,Descriptor/Adjective Synonyms,Random Distractor
memory,trunk,ear,tusk,1,Idioms & Slang,distinctive features of an elephant
tetherball,tusk,ear,memory,0,Idioms & Slang,Hard Distractor
glimpse,tusk,memory,ear,0,Idioms & Slang,Random Distractor
shiva,venus de milo,octopus,slot machine,1,Idioms & Slang,distinctive number of arms (or lack thereof)
shiva,venus de milo,slot machine,bitters,0,Idioms & Slang,Hard Distractor
coast,shiva,slot machine,octopus,0,Idioms & Slang,Random Distractor
tattoo,scar,piercing,mole,1,Action/Verb Synonyms,distinguishing characteristics
scar,delicate,mole,tattoo,0,Action/Verb Synonyms,Hard Distractor
piercing,bomber,scar,tattoo,0,Action/Verb Synonyms,Random Distractor
song,number,air,strain,1,Descriptor/Adjective Synonyms,ditty
air,number,strain,stella,0,Descriptor/Adjective Synonyms,Hard Distractor
air,number,strain,curl,0,Descriptor/Adjective Synonyms,Random Distractor
fork,branch,part,split,1,Noun/Concept Synonyms,divide
part,split,range,branch,0,Noun/Concept Synonyms,Hard Distractor
fork,part,branch,motto,0,Noun/Concept Synonyms,Random Distractor
arm,chapter,branch,wing,1,Noun/Concept Synonyms,division
branch,loud,arm,chapter,0,Noun/Concept Synonyms,Hard Distractor
canyon,wing,chapter,arm,0,Noun/Concept Synonyms,Random Distractor
blab,dish,tell,spill,1,Noun/Concept Synonyms,divulge
dish,union,blab,spill,0,Noun/Concept Synonyms,Hard Distractor
tell,blab,bozo,spill,0,Noun/Concept Synonyms,Random Distractor
dish,talk,spill,tell,1,Noun/Concept Synonyms,"divulge, as private information"
tell,talk,spill,shower,0,Noun/Concept Synonyms,Hard Distractor
talk,spill,jury,tell,0,Noun/Concept Synonyms,Random Distractor
slay,rock,eat,rule,1,Action/Verb Synonyms,do exceptionally well
slay,eat,cyberspace,rock,0,Action/Verb Synonyms,Hard Distractor
rock,rule,slay,knee,0,Action/Verb Synonyms,Random Distractor
shave,shower,dress,brush,1,Action/Verb Synonyms,do some grooming
short,shower,shave,brush,0,Action/Verb Synonyms,Hard Distractor
brush,dress,sabbath,shower,0,Action/Verb Synonyms,Random Distractor
push,pitch,promote,plug,1,Action/Verb Synonyms,do some marketing for
pitch,ball,promote,plug,0,Action/Verb Synonyms,Hard Distractor
promote,fe,push,plug,0,Action/Verb Synonyms,Random Distractor
water,prune,plant,weed,1,Idioms & Slang,do some tasks in the garden
water,plant,weed,miss,0,Idioms & Slang,Hard Distractor
plant,prune,water,heyday,0,Idioms & Slang,Random Distractor
stray,fall,sin,err,1,Action/Verb Synonyms,do wrong
err,fall,sans,stray,0,Action/Verb Synonyms,Hard Distractor
sin,bucks,fall,err,0,Action/Verb Synonyms,Random Distractor
no,who,octopus,pepper,1,Noun/Concept Synonyms,doctors in pop culture
octopus,veneer,pepper,no,0,Noun/Concept Synonyms,Hard Distractor
who,lego set,no,pepper,0,Noun/Concept Synonyms,Random Distractor
sleep,fresh air,exercise,diet,1,Noun/Concept Synonyms,doctors’ orders
sleep,exercise,tango,diet,0,Noun/Concept Synonyms,Hard Distractor
exercise,sleep,fresh air,blue,0,Noun/Concept Synonyms,Random Distractor
record,tape,film,shoot,1,Noun/Concept Synonyms,document with video
tape,film,shoot,block,0,Noun/Concept Synonyms,Hard Distractor
film,fast,record,shoot,0,Noun/Concept Synonyms,Random Distractor
deed,receipt,certificate,title,1,Noun/Concept Synonyms,documents of ownership
receipt,title,buck,certificate,0,Noun/Concept Synonyms,Hard Distractor
receipt,title,pasty,deed,0,Noun/Concept Synonyms,Random Distractor
poodle,dalmatian,boxer,husky,1,Noun/Concept Synonyms,dog breeds
boxer,motivate,poodle,dalmatian,0,Noun/Concept Synonyms,Hard Distractor
boxer,dalmatian,husky,america,0,Noun/Concept Synonyms,Random Distractor
retrieve,point,box,set,1,Idioms & Slang,dog breeds minus “er” sound
point,retrieve,sugar,box,0,Idioms & Slang,Hard Distractor
plod,retrieve,point,set,0,Idioms & Slang,Random Distractor
pit,golden,bully,lab,1,Idioms & Slang,"dog breeds, informally"
golden,bully,pit,thing,0,Idioms & Slang,Hard Distractor
recognize,golden,pit,bully,0,Idioms & Slang,Random Distractor
lab,pit,chow,golden,1,Idioms & Slang,"dog breeds, informally"
pit,lab,goo,golden,0,Idioms & Slang,Hard Distractor
lab,diamond,pit,chow,0,Idioms & Slang,Random Distractor
pom,boston,lab,peke,1,Idioms & Slang,"dog breeds, informally"
pocket,lab,peke,pom,0,Idioms & Slang,Hard Distractor
pom,globe,lab,boston,0,Idioms & Slang,Random Distractor
come,heel,stay,down,1,Noun/Concept Synonyms,dog commands
heel,come,capital,down,0,Noun/Concept Synonyms,Hard Distractor
down,come,stay,shaggy,0,Noun/Concept Synonyms,Random Distractor
down,sit,stay,come,1,Noun/Concept Synonyms,dog commands
come,pin,down,stay,0,Noun/Concept Synonyms,Hard Distractor
sit,down,stay,laurel,0,Noun/Concept Synonyms,Random Distractor
heel,down,shake,come,1,Noun/Concept Synonyms,dog commands
come,down,foundation,heel,0,Noun/Concept Synonyms,Hard Distractor
heel,shake,kettle,down,0,Noun/Concept Synonyms,Random Distractor
sit,heel,speak,stay,1,Noun/Concept Synonyms,dog commands
speak,sit,ok,heel,0,Noun/Concept Synonyms,Hard Distractor
sit,speak,colossus,heel,0,Noun/Concept Synonyms,Random Distractor
bark,whine,howl,growl,1,Noun/Concept Synonyms,dog sounds
checkers,growl,howl,whine,0,Noun/Concept Synonyms,Hard Distractor
growl,acts,howl,whine,0,Noun/Concept Synonyms,Random Distractor
days,paddle,tired,tag,1,Fill-in-the-Blank,dog ___
